site,XGB_prob,RF_prob,SVM_prob
1169,5.59E-05,0,0.006527981
807,6.59E-05,0,0.001543976
37,0.0144347,0.17,0.335798819
967,0.015678596,0.03,0.014316202
239,6.76E-06,0,0.001136166
1169,0.00145224,0.01,0.010060804
238,0.000254269,0.02,0.015535641
1168,0.011995143,0.01,0.084574172
511,0.00013655,0,0.004016255
620,0.000355765,0,0.0319837
378,0.003120146,0,0.019707139
238,3.09E-05,0,0.001372044
1168,0.00486166,0,0.025813429
108,0.00010453,0,0.003093862
391,0.00053205,0,0.013177828
604,0.000284232,0.06,0.017134101
79,0.000231336,0.01,0.003159049
377,0.002309443,0,0.010356871
792,0.002836854,0.02,0.021232094
239,0.001416573,0.06,0.011834053
1169,1.02E-05,0,0.007663188
251,1.38E-05,0,0.003254262
929,0.058702305,0.46,0.273737459
218,0.000283664,0.01,0.038827377
239,0.000422788,0.02,0.058579258
1169,3.28E-05,0.01,0.016187083
117,0.000520035,0,0.005365778
147,0.000348328,0,0.008387752
780,1.42E-05,0,0.002092588
235,2.04E-05,0,0.002363259
1165,0.01406415,0.03,0.076072845
110,4.03E-05,0,0.004840531
401,0.009522918,0.03,0.075362701
21,0.00041989,0,0.030253704
283,4.94E-05,0,0.035930241
322,6.27E-05,0,0.008323079
238,0.003370232,0,0.026762936
1168,0.000710915,0,0.04363547
628,5.20E-05,0,0.058856683
395,0.00582153,0.28,0.089382214
539,7.85E-05,0,0.008127373
749,0.007294673,0.1,0.089360895
214,0.000118272,0.01,0.028415517
55,0.000457907,0.02,0.062435696
229,3.44E-05,0,0.017093816
1159,0.003197324,0.23,0.05824828
39,0.015255625,0.05,0.149767644
969,0.000988763,0.01,0.023173199
170,0.000271421,0,0.009160757
185,4.13E-05,0,0.00189809
207,1.20E-05,0,0.003169995
1137,1.51E-05,0,0.005047639
172,0.000255695,0.02,0.026797322
239,0.678296447,0.18,0.560892865
1169,0.004370098,0,0.015951852
195,8.15E-05,0,0.003470549
1125,5.30E-05,0,0.002566368
253,6.39E-05,0.05,0.016651814
517,2.21E-05,0,0.005683698
820,0.00017844,0,0.014049614
697,0.000844546,0.03,0.013802217
406,5.16E-06,0,0.001604844
549,1.95E-05,0,0.006347126
724,0.001581092,0.02,0.024282312
595,2.00E-05,0,0.005667705
53,0.017385583,0.03,0.025982842
239,0.000810744,0,0.017757262
1169,4.56E-05,0,0.062594129
352,0.014383586,0,0.040684419
213,9.33E-06,0,0.000261818
1143,0.000105788,0.06,0.178583478
234,1.07E-05,0,0.002083078
620,0.000957148,0.08,0.002617889
18,0.000151212,0,0.0028457
235,0.000119952,0,0.0627632
239,4.49E-05,0,0.005134295
1169,7.60E-05,0,0.001670732
596,0.00095436,0,0.026304346
532,5.03E-05,0,0.001729629
674,0.00010435,0.03,0.010590604
96,0.001740115,0,0.014066518
351,0.002237671,0.2,0.01498314
108,0.000158133,0.01,0.029700973
195,1.55E-05,0,0.002079437
1125,2.90E-05,0,0.000896459
239,4.92E-06,0,0.001785194
1169,0.000980008,0,0.013229406
309,4.43E-06,0.01,0.00480239
77,0.000713661,0,0.006197675
1007,0.000116891,0.01,0.024785014
344,0.000491921,0,0.00107747
257,0.000538612,0,0.004226799
814,0.905228019,0.29,0.447478575
239,3.41E-05,0,0.001061747
1169,1.02E-05,0,0.005582367
622,0.000374197,0,0.089423693
57,0.000322091,0,0.006961961
353,0.000100905,0.01,0.003056271
115,0.011066997,0.11,0.096904902
95,1.49E-05,0,0.014323509
104,5.89E-05,0,0.010449519
206,0.000504674,0.02,0.02591993
239,3.03E-05,0,0.008740898
1169,3.79E-06,0,0.005521807
98,0.00143277,0.03,0.04133564
559,0.000774858,0.03,0.023987098
366,1.69E-05,0,0.001892279
299,0.000105847,0,0.005358945
363,0.006516465,0.02,0.032412203
239,5.21E-05,0,0.002952065
1169,0.000280129,0.03,0.052923118
652,0.000566299,0.02,0.05329505
61,8.73E-06,0,0.006461797
239,0.000108697,0,0.002170453
1169,0.001028522,0.02,0.032134206
259,3.81E-05,0,0.025935659
552,0.001813169,0.08,0.016655208
61,0.000155654,0.01,0.002040197
77,9.63E-05,0,0.005753849
1007,0.00060018,0,0.01167242
24,0.019498868,0.18,0.03530721
61,0.000168989,0,0.040554121
88,0.00028599,0.02,0.011375511
108,0.00384411,0,0.007778979
176,5.51E-05,0,0.002690608
163,0.000286975,0,0.004125668
349,8.22E-06,0,0.015570036
736,0.000645377,0.01,0.003724879
761,0.052875195,0.09,0.236066811
29,0.003262198,0,0.033304793
73,4.45E-05,0.01,0.006332801
431,5.50E-06,0,0.006795943
679,0.005596741,0.14,0.076879046
76,0.150505826,0.14,0.119698531
639,4.16E-05,0,0.003621139
280,0.242169052,0.25,0.873005717
201,3.71E-05,0,0.002055011
239,0.000301381,0,0.036349383
1169,0.000235133,0,0.002589924
503,0.024195127,0.08,0.089295454
239,0.00061658,0,0.01529789
250,0.003724105,0.04,0.018097793
607,0.017132001,0.01,0.04494998
24,2.83E-05,0,0.005493376
281,1.57E-05,0,0.002437088
247,5.07E-05,0,0.010403806
109,0.001558963,0.03,0.04376733
549,4.27E-05,0,0.034975655
407,0.005930116,0.01,0.089376583
324,0.000795946,0,0.010768906
17,1.82E-05,0.01,0.049630921
239,0.010354158,0.07,0.071115259
1169,0.137966871,0.07,0.258734667
728,0.001011062,0.02,0.014400605
234,0.000126598,0,0.003712046
1164,0.006265718,0,0.019772851
80,0.001241003,0,0.021215858
413,2.00E-05,0,0.002954295
406,0.051983129,0.39,0.24169841
332,3.65E-05,0,0.001994381
418,0.000111074,0,0.005199768
621,0.000261232,0.01,0.041976669
418,3.20E-05,0,0.002434316
110,3.36E-05,0.01,0.030635068
293,0.007937581,0.12,0.113888707
81,0.002155012,0,0.089350188
237,4.02E-05,0,0.000500086
1167,0.000114529,0.02,0.074826037
108,0.002788967,0,0.089332826
239,0.021266565,0.11,0.176700915
1169,0.00895928,0.03,0.131066066
667,3.18E-06,0,0.002407512
239,3.03E-05,0,0.003196274
1169,0.000134094,0,0.013068327
510,1.71E-05,0,0.013335226
52,0.000288718,0.02,0.026052323
405,0.004727452,0,0.003398569
12,3.45E-06,0,0.000225248
942,0.006032456,0.01,0.02875371
769,2.93E-05,0,0.020707667
861,0.099873297,0.07,0.075838493
229,6.16E-06,0,0.000568077
1159,0.000311791,0,0.00459829
218,1.28E-05,0,0.008008455
1148,0.001677987,0.01,0.071312274
751,4.70E-05,0.03,0.004071499
864,0.000204303,0,0.006413091
329,0.086228751,0.04,0.194593227
376,0.002646274,0.06,0.058979388
40,0.006184675,0,0.055477561
388,0.008815395,0.05,0.017920378
319,0.000688786,0.01,0.004571499
693,5.62E-05,0,0.020672711
391,0.02576334,0.1,0.089393239
488,0.000444895,0.02,0.023871983
307,0.128881335,0.07,0.171724239
407,0.004305338,0,0.011793309
418,9.39E-06,0,0.005200802
797,0.022656778,0.48,0.056285591
889,4.42E-05,0,0.003778848
114,0.000739044,0,0.039793492
239,6.31E-06,0,0.007074472
1169,0.076972425,0.07,0.353759084
547,0.000489517,0.02,0.009564508
347,3.85E-06,0,0.017992211
491,0.000335448,0,0.001226885
808,8.14E-05,0,0.006911507
319,0.060347252,0.12,0.586117131
98,1.88E-05,0,0.006220294
1028,0.002378009,0,0.028430056
548,0.000140832,0,0.01721924
269,3.49E-05,0.06,0.018407133
434,0.001375146,0,0.005124035
17,0.001116541,0,0.018961676
239,0.000117784,0,0.003615157
1169,0.016285311,0.04,0.118145901
163,2.24E-05,0,0.004670822
826,7.35E-06,0,0.037336795
564,0.000261627,0.03,0.057456662
88,0.014064778,0.41,0.082640384
217,0.00036654,0,0.029041395
1147,0.000126744,0,0.014913396
620,0.016278736,0,0.038612766
55,0.000274838,0.01,0.004509561
56,6.84E-06,0,0.025260798
239,6.04E-05,0,0.002477975
1169,0.001987966,0.05,0.01698717
84,6.79E-05,0.01,0.002896374
88,0.000350136,0.02,0.043970158
92,0.000169026,0,0.088819327
356,0.00876809,0,0.032609653
642,0.027112681,0.02,0.020784595
230,7.36E-05,0,0.007237356
1160,0.000141762,0,0.006048839
350,0.000708455,0,0.014990264
536,8.34E-05,0,0.005356124
409,0.020748243,0.01,0.040098312
214,0.032932732,0.02,0.039137908
163,0.00126865,0,0.00431986
109,7.59E-05,0,0.009369798
451,5.45E-05,0,0.01525976
674,0.000259659,0,0.001546586
311,1.84E-05,0,0.042089504
239,0.003972779,0.07,0.019720961
1169,0.001370179,0,0.009012803
242,0.013457503,0.3,0.056310431
54,0.008529813,0.1,0.134414887
984,0.002555814,0.04,0.051528802
239,0.000168603,0,0.00736355
1169,0.001028292,0.11,0.071944514
15,0.027021002,0,0.050749748
751,4.04E-05,0,0.0054806
691,0.023669668,0.1,0.203956127
407,6.69E-05,0,0.004517723
176,8.63E-05,0,0.001647726
1106,0.000261277,0,0.030475523
201,0.0027195,0.01,0.026553132
151,0.00267472,0.05,0.16074573
1081,0.3795937,0.24,0.848928813
705,0.020211861,0.11,0.190816909
238,0.000226278,0,0.003119637
1168,1.19E-05,0,0.002612717
270,0.000365112,0,0.012179124
580,0.000770375,0.04,0.056515367
194,7.55E-05,0.02,0.01981894
55,8.45E-05,0,0.008937237
319,0.000255223,0,0.007492792
503,0.046048049,0.08,0.005853614
18,6.31E-06,0,0.013381782
322,0.000236375,0,0.002199056
239,4.08E-05,0,0.005031491
1169,0.001276386,0.03,0.027742012
906,0.000530439,0,0.027861059
232,0.008368356,0.05,0.020632728
152,0.00096493,0,0.032019379
336,0.000355611,0,0.019860587
518,0.000123082,0.01,0.024456275
226,1.88E-05,0,0.024690381
239,0.007736618,0.11,0.043047225
1169,0.069609627,0.1,0.470891105
517,3.10E-05,0,0.005049649
237,7.94E-05,0.01,0.023989889
1167,0.001483275,0.01,0.070215133
602,1.98E-05,0,0.007727958
257,0.002953757,0,0.012362998
239,0.000139801,0,0.005977019
1169,0.077340297,0.09,0.089396611
91,0.000469102,0,0.010941763
283,0.003079832,0,0.021715911
407,0.000231771,0,0.015592569
239,0.000270651,0.07,0.018508645
1169,0.000104879,0,0.030105979
347,9.78E-05,0,0.009610679
234,5.78E-06,0,0.000639239
1164,0.007672705,0,0.04453267
620,0.000917783,0,0.008346807
46,0.000925039,0.05,0.02252533
573,0.138533533,0.24,0.567271684
30,0.006755825,0.03,0.005724011
240,0.000442038,0,0.017246989
862,0.003544992,0,0.098673208
74,0.000248338,0,0.02081136
593,0.002787759,0,0.052433677
754,0.002405862,0,0.05425651
824,0.000286083,0,0.003332262
283,0.000776646,0.02,0.157437869
380,0.00036835,0,0.009710261
88,0.001229598,0.07,0.056845783
239,6.27E-05,0,0.00443623
1169,0.000651833,0.01,0.005068182
367,6.49E-05,0,0.003316028
189,0.000437068,0,0.027947645
1119,0.00162541,0,0.022164054
113,0.000112092,0,0.004483882
59,0.000245208,0.03,0.008892943
25,0.006593032,0,0.054871087
186,2.36E-05,0.02,0.007505138
1116,0.000400434,0.06,0.010319942
488,0.001499003,0.02,0.03565882
206,0.00053424,0,0.037411107
56,4.42E-05,0,0.002168792
261,7.92E-06,0,0.016254859
326,0.021015326,0.05,0.017435836
194,0.000195599,0,0.025895334
638,0.002118028,0,0.012266626
350,3.13E-05,0.01,0.009595139
457,0.002181948,0.04,0.039624109
369,2.80E-05,0,0.000971384
620,0.000729916,0,0.010859016
79,0.000281948,0.04,0.01214486
237,9.35E-06,0,0.007176824
1167,0.00060722,0.02,0.001218031
726,0.424805969,0.47,0.976823676
239,0.144829571,0.23,0.769415841
1169,0.075951897,0.09,0.353047584
642,1.28E-05,0,0.007363261
58,8.38E-05,0,0.004313633
219,4.96E-05,0,0.004592317
1149,0.015798012,0,0.027544324
510,0.079156086,0.16,0.851559693
187,0.007190186,0.03,0.023124044
136,0.000792182,0.03,0.01093475
239,7.09E-06,0,0.001583526
1169,0.016722901,0.01,0.032778705
237,0.00903471,0,0.035067619
1167,0.002626258,0,0.012890903
651,0.032236561,0.12,0.200146544
249,0.000178268,0,0.033039955
108,3.06E-05,0,0.009897388
253,0.000117147,0,0.008693958
88,3.32E-05,0,0.004974156
84,4.08E-05,0,0.008487416
262,0.00021684,0,0.0126239
728,0.000412801,0.04,0.019441717
559,4.06E-05,0,0.002904527
212,0.000278904,0.01,0.004411482
1142,0.022358203,0.13,0.109429137
56,6.77E-05,0,0.002881307
127,0.068941988,0.16,0.344431729
1057,0.000155782,0,0.003141286
288,4.08E-05,0,0.003486509
363,0.005812834,0,0.055688458
32,0.000226113,0,0.008270823
216,0.000685286,0,0.003528096
159,2.67E-05,0.03,0.003963728
1089,0.00069645,0,0.00168914
708,3.35E-05,0,0.006855164
216,0.000453884,0,0.010562582
1146,6.41E-06,0,0.002143337
323,0.019058306,0,0.061362599
286,0.091511711,0.19,0.423324764
488,5.90E-05,0.01,0.007715383
67,0.000195722,0,0.026412437
997,5.00E-05,0,0.006607842
481,0.023823127,0.12,0.217896157
536,0.002577424,0,0.02428606
238,0.000423936,0,0.000865513
1168,0.023631318,0.2,0.090051758
428,0.008536974,0.02,0.01644691
239,0.021663086,0.06,0.239044015
1169,0.005915581,0.03,0.041658969
168,9.60E-05,0.01,0.028762214
770,0.03616393,0.03,0.131034935
576,8.65E-05,0.02,0.004684267
219,1.57E-05,0,0.000527194
1149,0.059522513,0.05,0.097377336
733,0.026723363,0.06,0.028370656
61,0.000505415,0,0.015753106
397,0.000447578,0,0.052628598
239,6.77E-05,0,0.001735162
415,1.44E-05,0,0.000951564
20,0.034063276,0.01,0.076370565
389,0.000117803,0,0.027513252
101,6.41E-05,0.02,0.000331119
193,5.77E-05,0.02,0.001513908
1123,0.001219239,0.06,0.01153291
239,4.05E-05,0,0.000520791
1169,0.018121773,0.13,0.025365229
352,0.013803313,0.12,0.258998252
88,2.58E-05,0,0.005644976
322,0.00011843,0,0.007380281
381,1.68E-05,0,0.002890895
37,0.005160394,0.03,0.089425254
442,0.000458592,0,0.006095567
711,0.006004501,0.06,0.080287043
206,0.000663017,0.06,0.050568351
39,0.000418458,0,0.008301524
924,0.007749524,0.11,0.193058929
239,0.009909084,0,0.028136012
1169,0.04447443,0.02,0.082887307
576,1.77E-05,0,0.013171738
493,5.07E-05,0,0.006612895
218,0.008416387,0.04,0.021852879
1148,0.008486001,0,0.029195266
211,0.000347761,0,0.004479469
1141,0.000577433,0,0.009137734
108,0.000492233,0,0.007207894
331,0.00013158,0,0.026039066
44,0.009598386,0.15,0.030741159
239,0.000270462,0.01,0.005420983
1169,2.72E-05,0,0.002518292
924,3.55E-05,0,0.001882887
363,7.20E-06,0,0.009041119
230,1.70E-05,0,0.001417248
1160,0.000100506,0,0.005157503
233,0.000195759,0.02,0.007102073
55,0.000107655,0,0.001113292
388,0.000132863,0,0.002661645
81,0.068731949,0.06,0.105310283
195,0.008481766,0,0.012305223
358,0.000420767,0,0.006685523
699,0.000649266,0,0.069986271
760,0.000174033,0,0.024221339
81,2.03E-05,0,0.010472918
92,0.036479089,0.03,0.060250524
66,0.003360152,0,0.007692291
408,0.043303646,0.12,0.110065094
237,4.29E-05,0,0.001863453
1167,0.004202444,0,0.038427267
379,7.56E-05,0.01,0.012522858
46,4.01E-05,0.01,0.008067235
453,0.000545212,0,0.018942537
269,0.000167422,0.03,0.001845623
180,0.001000137,0.01,0.024698832
24,0.389953583,0.22,0.416697976
24,0.001088779,0,0.0082958
84,3.63E-05,0,0.064563825
138,0.008467061,0.07,0.098706434
239,0.01620402,0.12,0.289763814
1169,0.202366814,0.26,0.592344707
239,1.46E-05,0.01,0.001066354
1169,0.000312746,0,0.015363132
856,5.14E-05,0.01,0.004804159
115,0.41720745,0.34,0.985170133
55,6.73E-05,0.02,0.004030268
313,0.08388412,0.23,0.370911766
239,6.07E-06,0,0.00056039
1169,3.25E-05,0,0.020482683
77,0.000524912,0,0.055781075
1007,0.001113982,0,0.032379316
237,0.11471317,0.07,0.063532726
100,1.98E-05,0,0.026416953
237,1.81E-05,0,0.002438006
1167,0.000258539,0,0.003339224
47,2.32E-05,0,0.022937765
503,0.001039331,0.04,0.089359178
22,4.12E-05,0,0.006045642
84,0.000271533,0,0.003602152
239,0.035486713,0.03,0.011732153
1169,0.009358989,0.03,0.033705245
463,0.000360602,0.01,0.035616151
193,5.32E-06,0,0.022581526
532,0.000407348,0,0.061020215
544,6.50E-06,0,0.004326436
239,1.22E-05,0.01,0.001055329
1169,1.27E-05,0,0.010308356
187,0.00073751,0,0.014282686
428,2.67E-05,0,0.002098048
788,0.010048455,0.41,0.092909911
82,0.016495824,0.09,0.130831877
239,0.000444486,0,0.004024424
1169,0.020183504,0.12,0.089386974
263,6.88E-05,0,0.008538692
270,0.006530352,0.02,0.089369431
226,2.65E-05,0,0.007299127
1156,0.003048122,0.02,0.008470377
20,0.000136634,0,0.01005688
61,0.001099668,0.01,0.040407061
30,0.00931931,0.02,0.089352442
287,0.000268216,0,0.013555972
199,0.002171922,0.05,0.015122978
83,5.68E-05,0,0.004401564
1013,4.67E-05,0,0.002018935
239,0.000798077,0,0.018314814
1169,0.000789779,0.02,0.04813763
171,0.008322466,0.03,0.028222994
404,0.034564093,0.05,0.201502165
80,0.000142374,0.01,0.014079442
237,0.000824838,0,0.006858907
1167,0.000129435,0,0.057978939
59,0.000632517,0.01,0.040148273
989,0.334109008,0.12,0.649632002
24,0.000283334,0,0.002199702
230,4.25E-05,0,0.008968277
1160,0.000448959,0.01,0.009838861
591,0.024196247,0.39,0.434091544
391,0.002419754,0,0.067594925
239,2.28E-06,0,0.000162383
1169,0.000746102,0.01,0.036825464
239,6.77E-05,0,0.000869235
1169,0.000447716,0,0.005411977
50,0.022112975,0,0.036403487
35,0.000230383,0.04,0.0894279
400,0.029009439,0.13,0.362317803
288,0.00500233,0.01,0.056687546
438,0.000172038,0.01,0.004930458
54,0.000415795,0.01,0.011429022
984,3.15E-05,0,0.004592299
388,7.49E-05,0,0.033919681
84,8.20E-06,0,0.001588484
597,0.0007511,0.01,0.016355218
238,7.85E-06,0.01,0.000297591
1168,0.000473175,0,0.024531265
82,2.96E-05,0,0.004790341
235,0.068521895,0.11,0.660381932
1165,0.220353752,0.58,0.894673603
90,0.000113804,0,0.00967491
1020,0.000126896,0,0.003521746
50,0.000761271,0.01,0.007651765
573,0.00052132,0,0.011736128
239,1.81E-05,0,0.001381577
1169,5.48E-05,0,0.010418538
79,0.22099103,0.11,0.812472172
85,0.0306722,0.07,0.063556288
216,9.84E-05,0,0.004041621
1146,0.061862811,0.04,0.135575242
235,3.35E-05,0,0.001925507
1165,0.000200195,0,0.006654309
321,0.000276431,0.03,0.058050876
90,0.698997974,0.36,0.71492568
175,0.066928111,0.16,0.126397298
227,0.140008435,0.25,0.175967844
1157,0.111357778,0.25,0.817657891
342,4.46E-05,0,0.003545376
288,2.95E-05,0,0.050120097
239,0.004586006,0.03,0.032427993
1169,0.037513595,0.13,0.216196389
620,7.51E-05,0,0.014980033
243,6.16E-06,0,0.00211518
80,0.025285168,0,0.077291461
288,3.69E-05,0,0.011495562
788,0.004247373,0.01,0.016518844
56,0.000241109,0,0.003138889
109,6.61E-05,0,0.001022607
72,1.68E-05,0,0.000235417
1002,0.001597151,0.06,0.021942378
46,3.74E-05,0,0.002490054
790,4.55E-05,0,0.016860301
104,0.005007259,0.02,0.013071646
771,0.034136962,0.07,0.060699257
844,9.33E-05,0,0.006522684
225,0.000579073,0,0.003199314
1155,0.063575029,0.13,0.020806332
206,0.0001015,0,0.015564218
239,4.95E-05,0,0.027410744
781,0.001111982,0.03,0.034002891
682,0.000200719,0.03,0.047029052
239,8.41E-05,0,0.00408025
1169,0.00036214,0,0.017484362
239,0.01145496,0.11,0.012380896
1169,0.00029361,0,0.014613711
237,0.000277982,0,0.004532198
1167,0.000166638,0.04,0.024622759
186,4.54E-05,0.01,0.002326481
1116,0.001251942,0.03,0.090302605
172,0.000470146,0,0.010092801
116,0.003040973,0,0.003046104
1046,2.67E-05,0,0.008876203
115,2.05E-05,0,0.000379626
1045,0.005615561,0,0.032641192
150,0.001983466,0.03,0.064398766
1080,0.00134276,0.02,0.022144091
239,7.77E-06,0,0.000239002
1169,1.21E-05,0,0.008658882
239,2.78E-05,0,0.000855828
1169,7.82E-06,0,0.014422746
841,0.000118717,0,0.024985499
274,0.000130225,0.03,0.041960513
708,0.030313073,0.06,0.554098595
483,0.000664162,0.01,0.025564379
240,0.000507942,0.05,0.031692976
716,8.22E-05,0,0.013586011
549,0.000277331,0.03,0.052683656
219,9.13E-06,0.01,0.002103098
1149,0.002051187,0,0.0499475
716,0.000345747,0,0.039629586
160,0.005211563,0.02,0.018335718
1090,0.000180498,0.02,0.042066198
109,0.290475905,0.12,0.089326263
799,0.000108083,0,0.013110162
835,0.012158127,0.1,0.080008874
56,0.026306447,0.04,0.246963745
62,0.001846201,0,0.020237763
237,0.00096011,0,0.009594177
1167,0.000956885,0.02,0.023201285
473,0.001229857,0.05,0.018820785
620,1.69E-05,0,0.021590564
135,0.009567277,0,0.048985746
415,0.003756993,0.02,0.026798562
253,3.64E-05,0,0.047319259
239,1.11E-05,0,0.001942517
1169,2.83E-05,0,0.014950848
239,0.001351058,0.04,0.003125682
1169,0.000792871,0,0.025617627
239,0.000302533,0,0.035214306
239,7.03E-05,0,0.00294787
1169,0.003110309,0,0.01757437
873,0.000728314,0,0.005955365
388,3.30E-05,0,0.040515826
239,0.000106363,0,0.004150072
1169,0.019249925,0.03,0.085058144
411,0.000379222,0,0.035088159
833,0.008969487,0.1,0.107964575
239,1.66E-05,0.01,0.005025072
1169,0.000942764,0.04,0.046374635
229,0.067566246,0.09,0.089339367
439,0.000167098,0,0.020183144
56,0.000749185,0.01,0.039038162
382,0.000987021,0,0.089339594
411,0.023575893,0.03,0.064921288
716,0.041779313,0.15,0.232308466
788,4.71E-05,0,0.006124378
84,0.002728292,0.03,0.010070062
81,0.000922716,0,0.017746105
239,0.000707819,0,0.011989465
1169,0.000321979,0.01,0.068770527
363,3.88E-06,0,0.004108343
239,0.000217557,0,0.021663457
1169,0.001514939,0.01,0.089377052
782,0.000657304,0,0.033585337
265,0.000363821,0.05,0.044045866
238,0.000102908,0.01,0.048394514
238,0.00075947,0,0.016483977
350,9.91E-05,0.01,0.00342833
26,9.47E-05,0.01,0.002301995
956,0.000218909,0.01,0.008020246
428,2.48E-05,0,0.024406861
123,0.000742768,0,0.033642398
1053,0.001210031,0.02,0.014560627
115,0.000441497,0,0.006627307
56,8.31E-06,0,0.004931881
624,0.041387688,0.03,0.494777995
139,0.000119635,0,0.000950714
1069,3.28E-05,0,0.005723067
278,0.211272568,0.3,0.168926108
97,0.001138868,0.01,0.002473941
66,0.098572344,0.35,0.089330276
198,0.000384098,0,0.002720717
84,6.13E-05,0,0.003017513
600,0.000386636,0,0.007015443
642,0.00023945,0,0.0055799
323,0.00046274,0,0.009716134
253,0.000409907,0.05,0.006349062
81,0.002936959,0.02,0.027421227
1011,0.014074665,0.14,0.025353033
80,0.016120881,0.16,0.065144923
61,0.07855729,0.12,0.21084782
503,0.002663056,0.02,0.046067329
206,0.00032461,0.01,0.030588508
138,0.102405891,0.25,0.194096021
229,2.62E-05,0,0.002477623
1159,0.009266038,0.03,0.022831337
287,8.25E-06,0,0.026085565
48,3.56E-05,0,0.005307931
228,0.000211019,0,0.052095083
156,3.61E-05,0,0.008712445
255,0.000495055,0.01,0.008436204
352,5.19E-06,0,0.005456657
584,1.02E-05,0,0.005008719
62,2.87E-05,0,0.004331177
363,0.000450911,0.03,0.050830972
239,0.009061093,0.01,0.017850298
1169,0.003190791,0.02,0.061966334
92,0.000107321,0,0.009114256
67,0.002195288,0,0.012139764
239,0.248881012,0.19,0.249360266
1169,0.11879091,0.41,0.535299964
239,1.31E-05,0,0.000666764
1169,1.56E-05,0,0.001224451
628,0.167198583,0.39,0.249103284
390,6.93E-05,0.01,0.002021212
239,7.09E-06,0,0.000350536
1169,0.000937036,0,0.009293055
363,9.58E-05,0,0.020160772
324,4.28E-05,0,0.009731653
169,0.002419002,0.04,0.033071736
833,0.000176161,0,0.010906473
668,0.011135531,0.05,0.086099593
239,0.000296145,0,0.004807298
1169,6.63E-06,0,0.010777762
203,0.007115379,0.07,0.038530415
699,0.000446192,0,0.014844793
369,0.059469312,0.11,0.401287056
135,8.85E-05,0,0.045022431
30,1.42E-05,0,0.02718283
68,1.19E-05,0,0.002017982
318,1.13E-06,0.01,0.054177472
56,4.76E-05,0,0.010546018
88,0.000317903,0,0.009874764
188,0.000586888,0,0.002950047
1118,6.42E-05,0.01,0.012767677
184,0.002110998,0,0.008444166
1114,2.59E-05,0.01,0.026943934
86,0.000348749,0,0.004824197
1016,0.000375021,0,0.013553279
686,0.000404038,0.04,0.049433865
311,2.59E-05,0,0.003175141
294,7.21E-05,0,0.019076835
713,1.57E-05,0,0.008924133
239,0.000125852,0,0.004683497
1169,0.000846942,0,0.008165413
816,0.000135116,0.02,0.005623192
61,0.000925445,0,0.054968251
652,3.10E-05,0.01,0.01773169
108,8.72E-06,0.01,0.007915297
728,0.067222007,0.16,0.196418172
335,0.012912387,0.08,0.026470437
289,0.002611515,0.04,0.014248184
17,0.116602272,0.16,0.335884473
239,4.04E-06,0,0.01264333
1169,8.22E-05,0,0.010202525
388,0.001325987,0.03,0.008767649
256,0.000280308,0,0.014690591
179,0.001619459,0.05,0.136301841
1109,0.012465897,0.05,0.064025374
412,0.194314599,0.12,0.636640187
47,0.000421451,0,0.007632973
627,0.000322374,0,0.004973821
194,2.46E-05,0,0.001171016
1124,1.54E-05,0.01,0.026813332
188,0.001107112,0,0.004601478
1118,0.001224627,0,0.036751942
227,0.003112304,0,0.012820851
707,0.005495395,0.04,0.026175422
389,0.000199063,0,0.020066361
577,0.002620122,0,0.015578156
103,0.000795957,0,0.009269451
227,0.019127481,0.01,0.085036307
371,0.0037438,0.01,0.030330896
363,8.80E-05,0,0.004900164
271,0.000874156,0.02,0.020984578
239,0.000493264,0,0.001702716
1169,3.79E-05,0,0.011602963
237,2.56E-06,0,0.000458331
1167,0.000292973,0.01,0.081292287
408,2.32E-05,0,0.001906185
36,0.105938621,0.16,0.561343743
194,0.000545814,0,0.017018697
1124,0.017883981,0.09,0.076089439
263,4.54E-05,0,0.010382849
144,0.000876395,0,0.015067352
74,3.84E-05,0,0.003156742
1004,7.89E-05,0,0.001652301
418,0.000188591,0,0.036916748
108,3.83E-05,0,0.010970618
388,0.000388247,0.01,0.089341404
186,0.000202449,0,0.005209044
60,9.72E-05,0,0.006645492
237,0.000128628,0.01,0.000602725
1167,0.113797538,0.03,0.290034055
73,0.000201472,0,0.014466543
133,0.001163675,0.02,0.089310638
1063,9.53E-06,0.01,0.033635622
17,0.000403367,0,0.055483275
109,7.35E-05,0,0.001186916
228,0.000312283,0.01,0.06797275
1158,0.000739822,0,0.009966364
109,5.41E-05,0,0.030398495
18,0.01448909,0.06,0.034934978
166,1.74E-05,0,0.002858652
882,0.000439915,0.06,0.004245112
172,0.032433189,0.06,0.132682164
391,0.001708907,0,0.012608869
816,0.001981071,0.01,0.006558603
675,0.000195157,0,0.005785856
517,9.23E-05,0.02,0.066032443
239,0.000231752,0.03,0.089318964
1169,0.000195319,0,0.005591669
243,0.131245017,0.15,0.145850632
186,0.004899188,0.02,0.021135735
51,6.63E-05,0,0.011538026
903,0.000145493,0.04,0.089387637
263,0.055096027,0.16,0.777595568
584,0.00073386,0,0.004160526
239,0.000697118,0.03,0.015322643
1169,0.013263262,0,0.022296787
263,0.091231845,0.19,0.313006813
237,2.13E-05,0,0.001425597
1167,7.53E-05,0,0.003259209
901,0.001109811,0,0.041404685
140,0.000384067,0.03,0.020091535
304,3.02E-07,0,0.025038721
472,2.16E-05,0.01,0.009694557
456,0.001799362,0.01,0.051989931
